content_id,client_id,content_type,main_intent,impressions_90d,clicks_90d,clicks_last_30d,clicks_prev_30d,ctr,avg_position,days_since_last_update,model_score,baseline_score,rank,reason_codes,recommended_action
content_e72e6c56f0a3,client_8527a891e2,keyword article,transactional,1,0,0,0,0.0,9.0,20,0.580307846644808,0.0,2528,visible in search,Investigate
content_99c747369612,client_e629fa6598,keyword article,commercial,3996,6,3,0,0.15,6.6,22,0.5802367772928911,-24.87989807613397,2529,visible in search; meaningful impression volume,Investigate
content_3a66c4cb0b7c,client_f369cb89fc,keyword article,informational,34278,42,8,22,0.12,6.9,20,0.5800432742943968,6.356175426548123,2530,recent click decline; visible in search; meaningful impression volume,CTR/content review
content_66d0af18b66f,client_4e07408562,keyword article,informational,731,3,1,1,0.41,6.1,104,0.5800059629463845,0.0,2531,visible in search; meaningful impression volume,Investigate
content_9cfb7d21dd56,client_f369cb89fc,keyword article,transactional,21346,27,12,5,0.13,5.5,20,0.5797915950440371,-11.630110909154615,2532,visible in search; meaningful impression volume,Investigate
content_5ebe639dafce,client_f369cb89fc,keyword article,informational,8979,15,6,4,0.17,19.6,20,0.5796922438001794,-3.6411020645184977,2533,visible in search; meaningful impression volume,Investigate
content_cbea784c5084,client_4e07408562,keyword article,transactional,2004,1,1,0,0.05,37.6,7,0.5796363693838429,-7.60339933974067,2534,meaningful impression volume,Investigate
content_df307009311e,client_f369cb89fc,keyword article,commercial,2416,2,2,0,0.08,13.1,20,0.5795601940876389,-15.580564761406967,2535,visible in search; meaningful impression volume,Investigate
content_a688fd01341d,client_e629fa6598,keyword article,informational,2419,3,0,0,0.12,6.4,22,0.5795243447689036,0.0,2536,visible in search; meaningful impression volume,Investigate
content_cb99813a2f8e,client_f369cb89fc,keyword article,informational,19,0,0,0,0.0,7.2,20,0.5792048944485166,0.0,2537,visible in search,Investigate
content_53a574b8a7da,client_f369cb89fc,keyword article,informational,1288,0,0,0,0.0,36.0,20,0.5791639991726494,0.0,2538,meaningful impression volume,Investigate
content_212a1a8a419b,client_f369cb89fc,keyword article,informational,504,0,0,0,0.0,16.6,20,0.5790286379235678,0.0,2539,visible in search,Investigate
content_014eefb7eeac,client_4e07408562,keyword article,transactional,21726,46,13,16,0.21,41.6,14,0.5789793297325533,1.7622901774826898,2540,recent click decline; meaningful impression volume,Investigate
content_049ed55f04f1,client_8527a891e2,keyword article,commercial,24,0,0,0,0.0,10.8,20,0.5788704514242853,0.0,2541,visible in search,Investigate
content_abe0ccdc1f64,client_4e07408562,keyword article,informational,3234,4,1,3,0.12,12.2,13,0.5788657479888866,4.040892103467501,2542,recent click decline; visible in search; meaningful impression volume,Investigate
content_2d52b9444c90,client_f369cb89fc,keyword article,transactional,1140,16,1,3,1.4,9.6,20,0.5788632403973007,3.519830174931038,2543,recent click decline; visible in search; meaningful impression volume,CTR/content review
content_2978fdbfef25,client_f369cb89fc,keyword article,informational,90,0,0,0,0.0,8.2,20,0.5785412375488524,0.0,2544,visible in search,Investigate
content_6a25547cf30b,client_4e07408562,keyword article,informational,13967,43,10,12,0.31,4.7,20,0.5784992209620552,1.4683883504737512,2545,recent click decline; visible in search; meaningful impression volume,CTR/content review
content_10c16c9b435a,client_f369cb89fc,keyword article,informational,2558,3,0,1,0.12,7.3,8,0.5782985488575704,3.923685918079894,2546,recent click decline; visible in search; meaningful impression volume,CTR/content review
content_90fbb97f99f4,client_8527a891e2,keyword article,transactional,18,0,0,0,0.0,11.7,103,0.5781937460676678,0.0,2547,visible in search,Investigate
content_b04d16f984c7,client_8527a891e2,keyword article,informational,1,0,0,0,0.0,7.0,20,0.5781490559466763,0.0,2548,visible in search,Investigate
content_b954bc4acaad,client_4e07408562,keyword article,informational,184,0,0,0,0.0,41.4,104,0.5781084540668053,0.0,2549,model-ranked opportunity,Investigate
content_d9dfe5461b23,client_8b940be7fb,keyword article,informational,2007,8,5,3,0.4,4.5,20,0.5781025364063418,-3.80244724040581,2550,visible in search; meaningful impression volume,Investigate
content_7fd3b038c9e6,client_f369cb89fc,keyword article,informational,14,1,0,0,7.14,5.3,20,0.5781006904057582,0.0,2551,visible in search,Investigate
content_a0ccf4e371fd,client_4e07408562,keyword article,transactional,671,1,0,0,0.15,23.6,13,0.5777842836033628,0.0,2552,model-ranked opportunity,Investigate
content_48934c596035,client_e629fa6598,keyword article,transactional,618,0,0,0,0.0,4.8,20,0.5771962235364886,0.0,2553,visible in search,Investigate
content_77e2a54525b6,client_8527a891e2,keyword article,informational,1,0,0,0,0.0,7.0,20,0.5771322089213865,0.0,2554,visible in search,Investigate
content_63f1438cb612,client_f369cb89fc,keyword article,informational,7,0,0,0,0.0,3.0,20,0.5770026482990279,0.0,2555,visible in search,Investigate
content_f658e746131f,client_4e07408562,keyword article,informational,1485,0,0,0,0.0,3.5,7,0.576997797936393,0.0,2556,visible in search; meaningful impression volume,Investigate
content_a64878c7d468,client_f369cb89fc,keyword article,transactional,6435,12,6,4,0.19,44.2,20,0.5769549200449146,-3.507865003244909,2557,meaningful impression volume,Investigate
content_3a49576fd0e1,client_4e07408562,keyword article,transactional,817,4,2,1,0.49,3.8,104,0.5767531150900995,-3.3534311683013733,2558,visible in search; meaningful impression volume,Investigate
content_cc72108d3f01,client_8527a891e2,keyword article,informational,2025,5,1,1,0.25,6.1,104,0.5767473328239662,0.0,2559,visible in search; meaningful impression volume,Investigate
content_9de9afdada19,client_8527a891e2,keyword article,commercial,1,0,0,0,0.0,8.0,20,0.5767341451843875,0.0,2560,visible in search,Investigate
content_3cf1dc2271b5,client_4e07408562,keyword article,transactional,2180,4,3,0,0.18,29.9,14,0.5762008000430368,-23.062616298604887,2561,meaningful impression volume,Investigate
content_d647466fe9f5,client_4e07408562,keyword article,transactional,6360,1,0,0,0.02,45.4,13,0.5759522733497172,0.0,2562,meaningful impression volume,Investigate
content_3bceba725206,client_f369cb89fc,keyword article,informational,143,2,0,0,1.4,5.3,8,0.5755738369616415,0.0,2563,visible in search,Investigate
content_f40ee3f7157f,client_f369cb89fc,keyword article,informational,812,3,1,1,0.37,29.1,20,0.5755018152656817,0.0,2564,meaningful impression volume,Investigate
content_f57b0c6391fb,client_4e07408562,keyword article,informational,1104,2,1,0,0.18,13.8,104,0.5753717242646662,-7.007600613951853,2565,visible in search; meaningful impression volume,Investigate
content_cf1423480af0,client_4e07408562,keyword article,commercial,188,0,0,0,0.0,38.3,104,0.5753484087153393,0.0,2566,model-ranked opportunity,Investigate
content_6aab4f66d067,client_4e07408562,keyword article,informational,6561,2,0,0,0.03,14.2,25,0.5753235780867666,0.0,2567,visible in search; meaningful impression volume,Investigate
content_c268b1716236,client_e629fa6598,keyword article,commercial,3,0,0,0,0.0,41.7,20,0.575321095209937,0.0,2568,model-ranked opportunity,Investigate
content_ac23cfe2f09f,client_f369cb89fc,keyword article,informational,357,5,2,1,1.4,6.0,20,0.5752150414911745,-2.94026649320035,2569,visible in search,Investigate
content_789d2f844a74,client_e629fa6598,keyword article,commercial,16,0,0,0,0.0,8.8,20,0.5750354715412815,0.0,2570,visible in search,Investigate
content_71b7b4dcc0ec,client_f369cb89fc,keyword article,informational,16,0,0,0,0.0,1.1,20,0.5750199867255207,0.0,2571,visible in search,Investigate
content_4a9b9ed29b10,client_f369cb89fc,keyword article,informational,2326,3,2,1,0.13,7.8,8,0.5749547249480418,-3.876167581651146,2572,visible in search; meaningful impression volume,Investigate
content_9fb007756e5a,client_8527a891e2,keyword article,transactional,2,0,0,0,0.0,20.5,20,0.5749453632389044,0.0,2573,model-ranked opportunity,Investigate
content_1423cc413c6a,client_4e07408562,keyword article,transactional,16142,5,2,0,0.03,48.3,14,0.5748803982955146,-19.378483596315057,2574,meaningful impression volume,Investigate
content_4336310eb7f3,client_4e07408562,keyword article,commercial,340,0,0,0,0.0,34.5,104,0.5747531887423177,0.0,2575,model-ranked opportunity,Investigate
content_de2ac3a1cb77,client_e629fa6598,keyword article,commercial,8,0,0,0,0.0,17.1,22,0.5745236403093923,0.0,2576,visible in search,Investigate
content_a557ce775151,client_8527a891e2,keyword article,commercial,2348,3,0,3,0.13,6.3,104,0.5744221716997291,5.821308738494185,2577,recent click decline; visible in search; meaningful impression volume,CTR/content review
content_d39c538aae1d,client_4e07408562,keyword article,informational,525,1,0,0,0.19,9.7,5,0.5743116812095574,0.0,2578,visible in search,Investigate
content_656372ca5b8d,client_f369cb89fc,keyword article,informational,28,0,0,0,0.0,6.1,20,0.574294892032251,0.0,2579,visible in search,Investigate
content_27cf7d733c61,client_4e07408562,keyword article,informational,7625,21,8,5,0.28,5.3,104,0.5741480223537877,-4.469659370208754,2580,visible in search; meaningful impression volume,Investigate
content_cda73d3ca1a7,client_f369cb89fc,keyword article,informational,14,0,0,0,0.0,4.2,20,0.5741238721502145,0.0,2581,visible in search,Investigate
content_d07b48eddaf5,client_f369cb89fc,keyword article,informational,1237,1,0,0,0.08,6.8,20,0.5737606859084471,0.0,2582,visible in search; meaningful impression volume,Investigate
content_6d0b62b434bb,client_4e07408562,keyword article,commercial,2286,3,0,0,0.13,5.5,7,0.5736233701569614,0.0,2583,visible in search; meaningful impression volume,Investigate
content_384c96b54551,client_4e07408562,keyword article,informational,5086,3,1,0,0.06,6.4,14,0.5731132049854812,-8.534443544822764,2584,visible in search; meaningful impression volume,Investigate
content_dcda112812f6,client_4e07408562,keyword article,informational,462,3,0,2,0.65,5.8,104,0.5730585945765213,4.09181803605749,2585,recent click decline; visible in search,CTR/content review
content_2692ad4b0ec3,client_4e07408562,keyword article,commercial,1945,0,0,0,0.0,35.5,7,0.5730237553378933,0.0,2586,meaningful impression volume,Investigate
content_bf54f1b66e17,client_4e07408562,keyword article,informational,7874,4,0,2,0.05,8.2,14,0.5729384034442305,5.980965642462556,2587,recent click decline; visible in search; meaningful impression volume,CTR/content review
content_8734ef61fd7b,client_f369cb89fc,keyword article,,29,0,0,0,0.0,9.1,20,0.5728988916862817,0.0,2588,visible in search,Investigate
content_7074b1199a78,client_f369cb89fc,keyword article,informational,97,1,0,0,1.03,3.8,20,0.5728571623222564,0.0,2589,visible in search,Investigate
content_8c05feed3339,client_4e07408562,keyword article,informational,6276,14,6,0,0.22,4.4,13,0.5727276315237061,-52.46788462990519,2590,visible in search; meaningful impression volume,Investigate
content_5edd8f8493ed,client_4e07408562,keyword article,commercial,1220,3,2,0,0.25,16.8,13,0.5725782358508597,-14.21485094822141,2591,visible in search; meaningful impression volume,Investigate
content_36991252f44a,client_4e07408562,keyword article,informational,1133,1,1,0,0.09,7.0,7,0.5724392152084696,-7.033506484287697,2592,visible in search; meaningful impression volume,Investigate
content_1a93903d60fb,client_4e07408562,keyword article,commercial,2291,2,0,0,0.09,24.6,14,0.5721906715527951,0.0,2593,meaningful impression volume,Investigate
content_ef324be709a5,client_8527a891e2,keyword article,transactional,70,0,0,0,0.0,12.6,20,0.5720888244040645,0.0,2594,visible in search,Investigate
content_529a78e263c8,client_f369cb89fc,keyword article,commercial,641,1,1,0,0.16,8.4,20,0.5720650114785618,-6.464588303689961,2595,visible in search,Investigate
content_a2de21b4327d,client_4e07408562,keyword article,commercial,2234,4,0,2,0.18,8.3,13,0.5719854634241286,5.141331004698446,2596,recent click decline; visible in search; meaningful impression volume,CTR/content review
content_4b9726e167a8,client_e629fa6598,keyword article,transactional,3286,8,3,0,0.24,6.3,22,0.5718010271686322,-24.293191720992656,2597,visible in search; meaningful impression volume,Investigate
content_db3fd75bd4fe,client_f369cb89fc,keyword article,transactional,564,1,0,0,0.18,20.7,20,0.5717797396221944,0.0,2598,model-ranked opportunity,Investigate
content_a9b8345dc366,client_4e07408562,keyword article,commercial,1061,3,1,2,0.28,25.4,7,0.5716294267475323,2.3226364006006284,2599,recent click decline; meaningful impression volume,Investigate
content_35972508aa52,client_f369cb89fc,keyword article,informational,8071,3,0,1,0.04,23.2,20,0.5716164951862257,4.498078281016722,2600,recent click decline; meaningful impression volume,Investigate
content_604700f57416,client_e629fa6598,keyword article,transactional,169,0,0,0,0.0,6.7,20,0.5715140319247184,0.0,2601,visible in search,Investigate
content_128e7339aeb8,client_4e07408562,keyword article,informational,4844,1,0,0,0.02,8.3,7,0.5711888810630422,0.0,2602,visible in search; meaningful impression volume,Investigate
content_2c0bf11b4999,client_f369cb89fc,keyword article,informational,10,0,0,0,0.0,6.6,20,0.5710244621584953,0.0,2603,visible in search,Investigate
content_49f3c8563f5e,client_f369cb89fc,keyword article,transactional,82,0,0,0,0.0,40.5,20,0.5709950647331059,0.0,2604,model-ranked opportunity,Investigate
content_d03e59748526,client_4e07408562,keyword article,informational,1118,1,0,1,0.09,10.6,13,0.5709838627479985,3.5100953541559625,2605,recent click decline; visible in search; meaningful impression volume,Investigate
content_a9c89dc4dd1e,client_8527a891e2,keyword article,informational,1530,7,0,0,0.46,14.8,104,0.5709104812960404,0.0,2606,visible in search; meaningful impression volume,Investigate
content_02e42982f154,client_f369cb89fc,keyword article,commercial,258,0,0,0,0.0,9.8,20,0.5707141880570267,0.0,2607,visible in search,Investigate
content_bd8a682b7e9d,client_8527a891e2,keyword article,informational,1,0,0,0,0.0,7.0,20,0.5704888731167024,0.0,2608,visible in search,Investigate
content_3cf332981a39,client_8527a891e2,keyword article,informational,124,6,1,0,4.84,12.9,104,0.5702267418707782,-4.8283137373023015,2609,visible in search,Investigate
content_c7d02069ea9e,client_4e07408562,keyword article,informational,7160,24,6,4,0.34,5.5,13,0.5702193375134362,-3.550561966002775,2610,visible in search; meaningful impression volume,Investigate
content_000c896649cc,client_8527a891e2,keyword article,informational,15,0,0,0,0.0,10.5,20,0.5698366384341921,0.0,2611,visible in search,Investigate
content_ce431e33ceeb,client_4e07408562,keyword article,informational,2080,4,2,1,0.19,26.7,14,0.5696554402077292,-3.820301913196817,2612,meaningful impression volume,Investigate
content_8c50c8b76450,client_8527a891e2,keyword article,informational,1772,3,2,0,0.17,8.8,104,0.5695823299364181,-14.960856612148415,2613,visible in search; meaningful impression volume,Investigate
content_b2bf50ecada6,client_4e07408562,keyword article,commercial,2386,0,0,0,0.0,6.4,7,0.5695710347877425,0.0,2614,visible in search; meaningful impression volume,Investigate
content_2851eb1b0839,client_4e07408562,keyword article,informational,2964,9,2,2,0.3,11.0,13,0.5693545670281714,0.0,2615,visible in search; meaningful impression volume,Investigate
content_a398152fa8e5,client_4e07408562,keyword article,informational,1507,1,0,1,0.07,10.3,104,0.5692208283989773,3.659269774283951,2616,recent click decline; visible in search; meaningful impression volume,Investigate
content_7fb66cd17356,client_8527a891e2,keyword article,informational,870,1,0,1,0.11,14.0,104,0.5690796388487616,3.3848209884262515,2617,recent click decline; visible in search; meaningful impression volume,Investigate
content_974949456f98,client_8527a891e2,keyword article,informational,5,0,0,0,0.0,3.8,20,0.5690451492893194,0.0,2618,visible in search,Investigate
content_7d1a2e2fe626,client_8527a891e2,keyword article,informational,12,0,0,0,0.0,33.3,20,0.5690346146138453,0.0,2619,model-ranked opportunity,Investigate
content_5d69d55ace24,client_4e07408562,keyword article,commercial,3541,15,0,5,0.42,5.2,104,0.5690220794164181,6.810372348618983,2620,recent click decline; visible in search; meaningful impression volume,CTR/content review
content_62010e71e9dc,client_f369cb89fc,keyword article,informational,935,2,1,0,0.21,16.5,20,0.5689725622020402,-6.841615476477592,2621,visible in search; meaningful impression volume,Investigate
content_ed831c57a3e8,client_f369cb89fc,keyword article,commercial,463,3,1,0,0.65,6.0,8,0.5689441563333435,-6.139884552226255,2622,visible in search,Investigate
content_25061c922b54,client_f369cb89fc,keyword article,informational,16,0,0,0,0.0,12.1,20,0.5688566898765463,0.0,2623,visible in search,Investigate
content_c51ef4a61f24,client_e629fa6598,keyword article,transactional,171,1,1,0,0.58,14.4,22,0.5688174056979676,-5.147494476813453,2624,visible in search,Investigate
content_ff9d27a58b7b,client_4e07408562,keyword article,informational,505,0,0,0,0.0,11.5,104,0.5685858927293134,0.0,2625,visible in search,Investigate
content_a7da3b5b03ed,client_8527a891e2,keyword article,informational,56,0,0,0,0.0,6.5,20,0.5684389441497406,0.0,2626,visible in search,Investigate
content_8eb7e7713256,client_4e07408562,keyword article,informational,5275,3,0,2,0.06,5.6,104,0.5683305921228947,5.7139490092248035,2627,recent click decline; visible in search; meaningful impression volume,CTR/content review
content_86fbcf2cbd8b,client_f369cb89fc,keyword article,informational,147,1,0,0,0.68,2.7,20,0.5683018382810904,0.0,2628,visible in search,Investigate
content_abf0b1933511,client_8527a891e2,keyword article,informational,52,0,0,0,0.0,64.4,20,0.568273247051151,0.0,2629,model-ranked opportunity,Investigate
content_cd9dbb3c3105,client_f369cb89fc,keyword article,transactional,1246,1,1,0,0.08,3.1,20,0.5680677496302972,-7.1284959456800365,2630,visible in search; meaningful impression volume,Investigate
content_26d72e99775e,client_4e07408562,keyword article,informational,1439,0,0,0,0.0,15.6,104,0.5679626691920215,0.0,2631,visible in search; meaningful impression volume,Investigate
content_584e6896455d,client_4e07408562,keyword article,informational,1145,2,0,0,0.17,8.5,7,0.5677331013548801,0.0,2632,visible in search; meaningful impression volume,Investigate
content_06ce9797fd65,client_4e07408562,keyword article,transactional,2117,10,2,6,0.47,31.4,7,0.567387592636908,4.376130014949344,2633,recent click decline; meaningful impression volume,Investigate
content_c2bebd7cefa3,client_4e07408562,keyword article,informational,889,2,1,1,0.22,10.6,13,0.567357168369893,0.0,2634,visible in search; meaningful impression volume,Investigate
content_bd2d3b02b1cc,client_4e07408562,keyword article,transactional,363,0,0,0,0.0,31.0,13,0.5672974247196169,0.0,2635,model-ranked opportunity,Investigate
content_04a7a1b7b5ec,client_4e07408562,keyword article,transactional,487,0,0,0,0.0,19.0,13,0.5672740845962102,0.0,2636,visible in search,Investigate
content_184d181a6127,client_f369cb89fc,keyword article,informational,276,4,2,1,1.45,3.7,8,0.56726592083533,-2.8120087530936693,2637,visible in search,Investigate
content_7764f406228e,client_8527a891e2,keyword article,commercial,1,0,0,0,0.0,76.0,104,0.567115670336298,0.0,2638,model-ranked opportunity,Investigate
content_7d147b1c4115,client_4e07408562,keyword article,commercial,525,0,0,0,0.0,19.7,7,0.567074573668647,0.0,2639,visible in search,Investigate
content_5d01e2a93be7,client_e629fa6598,keyword article,transactional,295,0,0,0,0.0,18.2,22,0.566984471522767,0.0,2640,visible in search,Investigate
content_99e377add3ab,client_f369cb89fc,keyword article,commercial,1718,3,2,1,0.17,16.0,20,0.5667240440587312,-3.7247490026914245,2641,visible in search; meaningful impression volume,Investigate
content_3db3c9053d5c,client_f369cb89fc,keyword article,informational,4,1,0,1,25.0,1.3,20,0.5665243763314667,0.8047189562170501,2642,recent click decline; visible in search,CTR/content review
content_43086d953bcc,client_e629fa6598,keyword article,commercial,30,0,0,0,0.0,6.9,22,0.566430006129068,0.0,2643,visible in search,Investigate
content_a698e76903a3,client_f369cb89fc,keyword article,transactional,1003,4,1,2,0.4,9.7,20,0.566010374690358,2.3039157667505585,2644,recent click decline; visible in search; meaningful impression volume,CTR/content review
content_42605406bb2e,client_4e07408562,keyword article,commercial,7816,39,9,11,0.5,11.2,25,0.5659532802255278,1.494009354703388,2645,recent click decline; visible in search; meaningful impression volume,Investigate
content_6ca73c6b0d9c,client_8527a891e2,keyword article,informational,448,0,0,0,0.0,38.3,104,0.5657409896610913,0.0,2646,model-ranked opportunity,Investigate
content_9501202d135f,client_4e07408562,keyword article,commercial,910,2,1,1,0.22,10.2,7,0.5657379266451874,0.0,2647,visible in search; meaningful impression volume,Investigate
content_1bf0002f60cc,client_4e07408562,keyword article,transactional,2573,2,2,0,0.08,30.5,104,0.5657236183542197,-15.706432776312145,2648,meaningful impression volume,Investigate
content_35aeed8caca0,client_f369cb89fc,keyword article,transactional,117,4,2,1,3.42,8.0,20,0.5655392392648475,-2.3853423122328326,2649,visible in search,Investigate
content_ce58f03a98f8,client_f369cb89fc,keyword article,commercial,1119,16,5,3,1.43,4.7,20,0.5654476672579561,-3.51054198214457,2650,visible in search; meaningful impression volume,Investigate
content_f64da6f9371a,client_4e07408562,keyword article,informational,1233,1,0,0,0.08,11.8,7,0.5654187469601873,0.0,2651,visible in search; meaningful impression volume,Investigate
content_bc626e22516b,client_e629fa6598,keyword article,transactional,1077,3,0,0,0.28,48.4,104,0.5654048939459034,0.0,2652,meaningful impression volume,Investigate
content_4ff3d119662e,client_f369cb89fc,keyword article,transactional,13,0,0,0,0.0,5.2,20,0.5653744201797882,0.0,2653,visible in search,Investigate
content_4d9ab09aad97,client_8527a891e2,keyword article,informational,938,0,0,0,0.0,80.0,104,0.5651812635528828,0.0,2654,meaningful impression volume,Investigate
content_8059c0222f8d,client_8527a891e2,keyword article,informational,46,0,0,0,0.0,27.2,8,0.5651777924594422,0.0,2655,model-ranked opportunity,Investigate
content_aa522a6beecb,client_4e07408562,keyword article,commercial,13790,51,12,26,0.37,11.3,25,0.5651659201214118,4.942400028986694,2656,recent click decline; visible in search; meaningful impression volume,Investigate
content_6238a88e9809,client_4e07408562,keyword article,commercial,1526,3,1,2,0.2,12.9,14,0.5651447393538109,2.443686768406211,2657,recent click decline; visible in search; meaningful impression volume,Investigate
content_d7717da18304,client_f369cb89fc,keyword article,transactional,18,0,0,0,0.0,5.6,20,0.565056659564047,0.0,2658,visible in search,Investigate
content_b8dab8a0987f,client_4e07408562,keyword article,informational,405,2,0,0,0.49,8.5,104,0.5650053447155486,0.0,2659,visible in search,Investigate
content_b52441bdc93f,client_e629fa6598,keyword article,commercial,6,0,0,0,0.0,30.3,20,0.5649677496408229,0.0,2660,model-ranked opportunity,Investigate
content_e7a2e37b6eff,client_4e07408562,keyword article,commercial,3084,2,1,0,0.06,16.4,14,0.5648885151321624,-8.034306936339489,2661,visible in search; meaningful impression volume,Investigate
content_47ad75f6e937,client_8527a891e2,keyword article,informational,510,0,0,0,0.0,47.3,104,0.564797631747385,0.0,2662,model-ranked opportunity,Investigate
content_2e2195595695,client_4e07408562,keyword article,informational,1648,3,0,1,0.18,13.6,7,0.564774866594513,3.7039621612797995,2663,recent click decline; visible in search; meaningful impression volume,Investigate
content_293f28898512,client_e629fa6598,keyword article,transactional,650,1,1,0,0.15,5.6,22,0.5647102714303324,-6.478509642208569,2664,visible in search,Investigate
content_474b92beda6f,client_4e07408562,keyword article,commercial,285,2,1,1,0.7,5.1,104,0.5646941744787386,0.0,2665,visible in search,Investigate
content_d456f286e50f,client_8527a891e2,keyword article,informational,16,0,0,0,0.0,3.5,20,0.5645551637075417,0.0,2666,visible in search,Investigate
content_1d653ea7148d,client_8527a891e2,keyword article,informational,7,0,0,0,0.0,22.3,20,0.5645234050714414,0.0,2667,model-ranked opportunity,Investigate
content_179cf283f9f5,client_4e07408562,keyword article,informational,370,0,0,0,0.0,7.6,104,0.5644451278724937,0.0,2668,visible in search,Investigate
content_1853f4c1d3b6,client_4e07408562,keyword article,informational,3525,16,6,3,0.45,7.4,13,0.5642793787342755,-6.125939522218362,2669,visible in search; meaningful impression volume,Investigate
content_0193115aa8e6,client_f369cb89fc,keyword article,transactional,171,2,0,0,1.17,9.1,20,0.5642517730970783,0.0,2670,visible in search,Investigate
content_bad228094da2,client_8527a891e2,keyword article,informational,5,0,0,0,0.0,40.4,104,0.5642051427392012,0.0,2671,model-ranked opportunity,Investigate
content_547a2f6dee80,client_8527a891e2,keyword article,informational,13,0,0,0,0.0,7.1,98,0.5640636109662832,0.0,2672,visible in search,Investigate
content_6f28f499edff,client_8527a891e2,keyword article,informational,7,0,0,0,0.0,13.9,20,0.5639679520260297,0.0,2673,visible in search,Investigate
content_dbeaa2257870,client_e629fa6598,keyword article,informational,373,0,0,0,0.0,60.4,20,0.5636405623984717,0.0,2674,model-ranked opportunity,Investigate
content_7bf733e787cb,client_8527a891e2,keyword article,informational,42,0,0,0,0.0,42.7,20,0.5636398571365755,0.0,2675,model-ranked opportunity,Investigate
content_5c5fab9d41e7,client_4e07408562,keyword article,informational,1794,1,1,0,0.06,5.4,104,0.5636245389746972,-7.492760300922379,2676,visible in search; meaningful impression volume,Investigate
content_2200a477481d,client_8527a891e2,keyword article,informational,11,0,0,0,0.0,15.1,98,0.5636210762159679,0.0,2677,visible in search,Investigate
content_675f93f2a88f,client_f369cb89fc,keyword article,informational,20,0,0,0,0.0,4.7,20,0.5635979852499092,0.0,2678,visible in search,Investigate
content_4c17a0b47c68,client_4e07408562,keyword article,transactional,2969,7,6,1,0.24,20.3,13,0.5635962695531959,-19.990793079491866,2679,meaningful impression volume,Investigate
content_825a9788af8d,client_4e07408562,keyword article,informational,16786,0,0,0,0.0,5.6,104,0.563531932469823,0.0,2680,visible in search; meaningful impression volume,Investigate
content_1d2233dc3323,client_f369cb89fc,keyword article,informational,1463,0,0,0,0.0,1.5,8,0.5633169985733726,0.0,2681,visible in search; meaningful impression volume,Investigate
content_f8383c3435c7,client_8527a891e2,keyword article,informational,10,0,0,0,0.0,18.9,8,0.5632770656959729,0.0,2682,visible in search,Investigate
content_5158ffc16039,client_8527a891e2,keyword article,commercial,13,0,0,0,0.0,6.5,20,0.5631814021730931,0.0,2683,visible in search,Investigate
content_2c3fb52e5e58,client_f369cb89fc,keyword article,commercial,3974,17,8,8,0.43,5.3,20,0.5631578854699211,0.0,2684,visible in search; meaningful impression volume,Investigate
content_68679a49bd03,client_8527a891e2,keyword article,transactional,6,0,0,0,0.0,12.7,20,0.5629024951011616,0.0,2685,visible in search,Investigate
content_b2ba04fe6f20,client_4e07408562,keyword article,transactional,6861,18,10,3,0.26,24.1,25,0.5628940465458271,-15.459069890982192,2686,meaningful impression volume,Investigate
content_191ccacae9fa,client_8527a891e2,keyword article,informational,20,0,0,0,0.0,28.4,20,0.5627620651593574,0.0,2687,model-ranked opportunity,Investigate
content_4c443177255c,client_4e07408562,keyword article,informational,958,1,1,0,0.1,28.9,13,0.5626467426001431,-6.8658910748834385,2688,meaningful impression volume,Investigate
content_20bc9a3dbbc8,client_4e07408562,keyword article,transactional,347,2,0,2,0.58,21.1,104,0.5624261062824766,3.9014683198496503,2689,recent click decline,Investigate
content_57efee64224c,client_8527a891e2,keyword article,informational,8,0,0,0,0.0,16.3,20,0.5621467933621922,0.0,2690,visible in search,Investigate
content_fa6cee5c6d39,client_e629fa6598,keyword article,transactional,157,1,0,0,0.64,10.7,20,0.5620137200387062,0.0,2691,visible in search,Investigate
content_86e83855c103,client_4e07408562,keyword article,informational,9975,21,5,6,0.21,6.7,25,0.5619938538921456,1.3154196410514107,2692,recent click decline; visible in search; meaningful impression volume,CTR/content review
content_5c760dfcec68,client_4e07408562,keyword article,informational,70,0,0,0,0.0,27.3,20,0.5619160546565635,0.0,2693,model-ranked opportunity,Investigate
content_48646ae101fe,client_f369cb89fc,keyword article,transactional,285,5,1,0,1.75,5.2,20,0.5618536230643333,-5.655991810819852,2694,visible in search,Investigate
content_10c8915d426e,client_4e07408562,keyword article,transactional,2201,5,2,2,0.23,23.3,14,0.5618051189502135,0.0,2695,meaningful impression volume,Investigate
content_1cf3f202273e,client_4e07408562,keyword article,informational,717,6,2,0,0.84,15.4,7,0.5616509563713429,-13.152939138096448,2696,visible in search,Investigate
content_ffc464755d07,client_8527a891e2,keyword article,informational,15,0,0,0,0.0,27.4,20,0.5615814541629163,0.0,2697,model-ranked opportunity,Investigate
content_4ead9ab22a4a,client_4e07408562,keyword article,transactional,4461,10,6,3,0.22,24.3,14,0.5613795113826371,-6.302514281244358,2698,meaningful impression volume,Investigate
content_e3f7ca1529cf,client_f369cb89fc,keyword article,commercial,7140,19,5,7,0.27,6.1,20,0.5613578009759831,2.2184020253872774,2699,recent click decline; visible in search; meaningful impression volume,CTR/content review
content_808ba8c29edb,client_4e07408562,keyword article,informational,114,0,0,0,0.0,15.9,104,0.5613478457323386,0.0,2700,visible in search,Investigate
